"id","USyV","Suelos","Grad_Pend","P_sum","Esc_sum","Agua_D","Agua_D_log","P_cat","Esc_cat","Agua_D_cat","cobertura","suelo","pendiente","precipitacion","escorrentia","aporte"
463,"Sec Bosque Tropical","Regosol","15°-35°",2255548.72937012,646583.056213379,8521896.65,15.9581496028783,"Alta","Media","Media","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_alta","esc_media","aporte_medio"
464,"Sec Bosque Tropical","Regosol","3°-6°",1406287.62854004,335787.942779541,15380233.04,16.5485937390911,"Media","Baja","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_medio"
465,"Pastizal","Regosol","6°-15°",1174433.22338867,322566.387268066,10766441.47,16.1919446760882,"Media","Baja","Media","agropecuaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_medio"
466,"Sec Bosque Tropical","Leptosol","6°-15°",3310950.36999512,964390.11227417,964390.11,13.7792522070799,"Alta","Alta","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_alta","aporte_bajo"
467,"Pastizal","Regosol","6°-15°",3542285.82824707,984095.606414795,984095.61,13.7994793521093,"Alta","Alta","Baja","agropecuaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_alta","aporte_bajo"
468,"Pastizal","Phaeozem","3°-6°",399309.105957031,92267.1819458008,16698973.05,16.6308578413681,"Baja","Baja","Media","agropecuaria","suelo_infiltracion_alta","pend_media","prec_baja","esc_baja","aporte_medio"
469,"Pastizal","Cambisol","1°-3°",1096348.21679688,278035.929443359,18527232.67,16.7347522978561,"Media","Baja","Media","agropecuaria","suelo_infiltracion_media","pend_baja","prec_media","esc_baja","aporte_medio"
470,"Agricultura","Cambisol","1°-3°",4559770.78845215,1621010.03204346,8084685.24,15.9054822425718,"Alta","Alta","Media","agropecuaria","suelo_infiltracion_media","pend_baja","prec_alta","esc_alta","aporte_medio"
471,"Pastizal","Cambisol","1°-3°",5566599.82299805,1914287.76757812,2788397.06,14.8409778168546,"Alta","Alta","Media","agropecuaria","suelo_infiltracion_media","pend_baja","prec_alta","esc_alta","aporte_medio"
472,"Agricultura","Cambisol","1°-3°",1481463.06726074,497667.349822998,16257781.12,16.6040822517965,"Media","Media","Media","agropecuaria","suelo_infiltracion_media","pend_baja","prec_media","esc_media","aporte_medio"
473,"Bosque de Encino","Regosol","15°-35°",649488.041870117,181249.802398682,181249.8,12.1076369865003,"Baja","Baja","Baja","forestal_conservada","suelo_infiltracion_baja","pend_alta","prec_baja","esc_baja","aporte_bajo"
474,"Bosque de Encino","Regosol","6°-15°",5542422.12878418,1610455.23178101,1610455.23,14.292028069489,"Alta","Alta","Media","forestal_conservada","suelo_infiltracion_baja","pend_media","prec_alta","esc_alta","aporte_medio"
475,"Bosque Tropical","Arenosol","1°-3°",165946.890258789,0,0,0,"Baja","Baja","Muy Baja","forestal_conservada","suelo_infiltracion_alta","pend_baja","prec_baja","esc_baja","aporte_muy_bajo"
476,"Bosque Tropical","Cambisol","1°-3°",NA,0,1091698.69,13.9032463883075,NA,"Baja","Baja","forestal_conservada","suelo_infiltracion_media","pend_baja","prec_baja","esc_baja","aporte_bajo"
477,"Bosque Tropical","Regosol","6°-15°",NA,0,0,0,NA,"Baja","Muy Baja","forestal_conservada","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_muy_bajo"
478,"Bosque Tropical","Cambisol","6°-15°",NA,0,0,0,NA,"Baja","Muy Baja","forestal_conservada","suelo_infiltracion_media","pend_media","prec_baja","esc_baja","aporte_muy_bajo"
479,"Bosque Tropical","Arenosol","1°-3°",NA,0,0,0,NA,"Baja","Muy Baja","forestal_conservada","suelo_infiltracion_alta","pend_baja","prec_baja","esc_baja","aporte_muy_bajo"
480,"Manglar","Solonchank","1°-3°",NA,0,76554.09,11.2457658913639,NA,"Baja","Baja","hidrofila_humedal","suelo_salino","pend_baja","prec_baja","esc_baja","aporte_bajo"
481,"Bosque de Encino","Cambisol","6°-15°",288915.945556641,64084.1719970703,274820.12,12.5238756922723,"Baja","Baja","Baja","forestal_conservada","suelo_infiltracion_media","pend_media","prec_baja","esc_baja","aporte_bajo"
482,"Pastizal","Regosol","15°-35°",2656187.44677734,694577.53326416,694577.53,13.4510605089382,"Alta","Media","Baja","agropecuaria","suelo_infiltracion_baja","pend_alta","prec_alta","esc_media","aporte_bajo"
483,"Sec Bosque Tropical","Regosol","15°-35°",6944807.49194336,1921978.4251709,10443875.08,16.161526343545,"Alta","Alta","Media","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_alta","esc_alta","aporte_medio"
484,"Sec Bosque Templado","Luvisol","15°-35°",2029903.15490723,602611.198455811,602611.2,13.3090291510758,"Alta","Media","Baja","forestal_secundaria","suelo_infiltracion_media","pend_alta","prec_alta","esc_media","aporte_bajo"
485,"Sec Bosque Templado","Luvisol","6°-15°",1408197.28613281,433995.752716064,2966701.19,14.9029615201199,"Media","Media","Media","forestal_secundaria","suelo_infiltracion_media","pend_media","prec_media","esc_media","aporte_medio"
486,"Pastizal","Cambisol","1°-3°",2905211.55969238,1036008.9385376,6463675.21,15.6817087866537,"Alta","Alta","Media","agropecuaria","suelo_infiltracion_media","pend_baja","prec_alta","esc_alta","aporte_medio"
487,"Agricultura","Cambisol","1°-3°",3178525.67858887,1065209.33959961,19050836.61,16.7626216275992,"Alta","Alta","Media","agropecuaria","suelo_infiltracion_media","pend_baja","prec_alta","esc_alta","aporte_medio"
488,"Sec Bosque Tropical","Regosol","6°-15°",3709015.17388916,444200.299755096,540757.56,13.2007281735559,"Alta","Media","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_media","aporte_bajo"
489,"Bosque Tropical","Regosol","6°-15°",1488616.97796631,134094.362281799,620882.64,13.3388989681574,"Media","Baja","Baja","forestal_conservada","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_bajo"
490,"Sec Bosque Tropical","Cambisol","6°-15°",701870.601074219,128928.819442749,4250469.97,15.2625403512315,"Baja","Baja","Media","forestal_secundaria","suelo_infiltracion_media","pend_media","prec_baja","esc_baja","aporte_medio"
491,"Sec Bosque Tropical","Regosol","6°-15°",1240894.87792969,381717.91506958,1447566.01,14.1853947809674,"Media","Media","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_media","aporte_medio"
492,"Sec Bosque Tropical","Regosol","15°-35°",1026512.34521484,300611.149627686,300611.15,12.6135761746459,"Baja","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_baja","esc_baja","aporte_bajo"
493,"Sec Bosque Tropical","Regosol","6°-15°",1995925.40246582,605163.831695557,884538.78,13.6928227661326,"Alta","Media","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_media","aporte_bajo"
494,"Bosque de Encino","Regosol","6°-15°",1201941.35510254,343750.766693115,343750.77,12.7476750770406,"Media","Baja","Baja","forestal_conservada","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_bajo"
495,"Sec Bosque Tropical","Regosol","6°-15°",1638197.90405273,536763.178527832,4862745.26,15.3971139103565,"Media","Media","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_media","aporte_medio"
496,"Agricultura","Cambisol","1°-3°",410125.121582031,131789.386901855,29397220.23,17.1964107118556,"Baja","Baja","Alta","agropecuaria","suelo_infiltracion_media","pend_baja","prec_baja","esc_baja","aporte_alto"
497,"Sec Bosque Tropical","Phaeozem","1°-3°",256935.585693359,81407.9797363281,31389283.82,17.2619771448695,"Baja","Baja","Alta","forestal_secundaria","suelo_infiltracion_alta","pend_baja","prec_baja","esc_baja","aporte_alto"
498,"Bosque de Encino","Regosol","15°-35°",1446743.70507812,410497.540313721,410497.54,12.92512765123,"Media","Media","Baja","forestal_conservada","suelo_infiltracion_baja","pend_alta","prec_media","esc_media","aporte_bajo"
499,"Sec Bosque Tropical","Regosol","15°-35°",1421464.69616699,427783.98638916,2514721.21,14.7376729021352,"Media","Media","Media","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_media","esc_media","aporte_medio"
500,"Sec Bosque Tropical","Regosol","6°-15°",1552011.9354248,441956.004516602,1988426.06,14.5028544620419,"Media","Media","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_media","aporte_medio"
501,"Pastizal","Luvisol","6°-15°",2073035.4765625,684074.280548096,684074.28,13.4358232490282,"Alta","Media","Baja","agropecuaria","suelo_infiltracion_media","pend_media","prec_alta","esc_media","aporte_bajo"
502,"Pastizal","Regosol","6°-15°",1035797.74755859,293296.622650146,293296.62,12.5889431403741,"Baja","Baja","Baja","agropecuaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_bajo"
503,"Sec Bosque Tropical","Regosol","6°-15°",877157.00378418,272182.957489014,10608683.49,16.1771835151556,"Baja","Baja","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_medio"
504,"Sec Bosque Tropical","Luvisol","6°-15°",2318675.74047852,652852.899841309,10043203.91,16.1224068354333,"Alta","Media","Media","forestal_secundaria","suelo_infiltracion_media","pend_media","prec_alta","esc_media","aporte_medio"
505,"Bosque de Encino","Cambisol","6°-15°",1427652.46447754,331930.82989502,331930.83,12.71268489549,"Media","Baja","Baja","forestal_conservada","suelo_infiltracion_media","pend_media","prec_media","esc_baja","aporte_bajo"
506,"Bosque de Encino","Regosol","6°-15°",2119981.3347168,632425.284423828,1225674.33,14.0190025398525,"Alta","Media","Baja","forestal_conservada","suelo_infiltracion_baja","pend_media","prec_alta","esc_media","aporte_bajo"
507,"Sec Bosque Templado","Regosol","3°-6°",668630.875976562,189701.991882324,1150047.56,13.9553147255349,"Baja","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_bajo"
508,"Sec Bosque Tropical","Regosol","15°-35°",601472.497680664,180106.879364014,7445394.58,15.8231063563354,"Baja","Baja","Media","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_baja","esc_baja","aporte_medio"
509,"Pastizal","Phaeozem","1°-3°",1042605.6730957,330151.825500488,638237.01,13.366466549185,"Baja","Baja","Baja","agropecuaria","suelo_infiltracion_alta","pend_baja","prec_baja","esc_baja","aporte_bajo"
510,"Pastizal","Phaeozem","6°-15°",2392361.16210938,735842.557647705,42317369.38,17.5607082070053,"Alta","Media","Alta","agropecuaria","suelo_infiltracion_alta","pend_media","prec_alta","esc_media","aporte_alto"
511,"Pastizal","Phaeozem","1°-3°",2150980.68212891,654723.562194824,2829312.52,14.8555446677558,"Alta","Media","Media","agropecuaria","suelo_infiltracion_alta","pend_baja","prec_alta","esc_media","aporte_medio"
512,"Agricultura","Phaeozem","1°-3°",2287584.18847656,691963.481018066,8220872.58,15.9221870363248,"Alta","Media","Media","agropecuaria","suelo_infiltracion_alta","pend_baja","prec_alta","esc_media","aporte_medio"
513,"Pastizal","Regosol","6°-15°",1078250.68347168,279118.130249023,37294660.37,17.4343607475608,"Media","Baja","Alta","agropecuaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_alto"
514,"Sec Bosque Tropical","Phaeozem","15°-35°",862142.762695312,228816.444671631,74953090.08,18.1323730235571,"Baja","Baja","Alta","forestal_secundaria","suelo_infiltracion_alta","pend_alta","prec_baja","esc_baja","aporte_alto"
515,"Pastizal","Leptosol","6°-15°",489590.875366211,141280.682281494,7697847.34,15.8564514114107,"Baja","Baja","Media","agropecuaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_medio"
516,"Sec Bosque Templado","Phaeozem","15°-35°",942559.993041992,253422.431762695,253422.43,12.4428170051046,"Baja","Baja","Baja","forestal_secundaria","suelo_infiltracion_alta","pend_alta","prec_baja","esc_baja","aporte_bajo"
517,"Sec Bosque Templado","Phaeozem","15°-35°",3496575.41455078,952148.854797363,952148.85,13.7664777068487,"Alta","Alta","Baja","forestal_secundaria","suelo_infiltracion_alta","pend_alta","prec_alta","esc_alta","aporte_bajo"
518,"Pastizal","Luvisol","15°-35°",1705495.484375,508788.111053467,508788.11,13.1397888874771,"Media","Media","Baja","agropecuaria","suelo_infiltracion_media","pend_alta","prec_media","esc_media","aporte_bajo"
519,"Pastizal","Phaeozem","1°-3°",1058970.70239258,357847.463867188,6569419.46,15.6979361765244,"Baja","Baja","Media","agropecuaria","suelo_infiltracion_alta","pend_baja","prec_baja","esc_baja","aporte_medio"
520,"Pastizal","Phaeozem","6°-15°",1453529.42407227,483728.933532715,2902565.55,14.8811059208012,"Media","Media","Media","agropecuaria","suelo_infiltracion_alta","pend_media","prec_media","esc_media","aporte_medio"
521,"Sec Bosque Templado","Regosol","15°-35°",3832884.15551758,1065362.2467041,2224393.29,14.6149952073079,"Alta","Alta","Media","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_alta","esc_alta","aporte_medio"
522,"Sec Bosque Tropical","Regosol","15°-35°",2908945.98132324,903254.697479248,3127647.99,14.9557921588776,"Alta","Media","Media","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_alta","esc_media","aporte_medio"
523,"Sec Bosque Templado","Regosol","15°-35°",3784482.02062988,1121000.56726074,1121000.57,13.9297331025886,"Alta","Alta","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_alta","esc_alta","aporte_bajo"
524,"Agricultura","Phaeozem","1°-3°",648445.363647461,216799.984588623,2342393.71,14.6666843443791,"Baja","Baja","Media","agropecuaria","suelo_infiltracion_alta","pend_baja","prec_baja","esc_baja","aporte_medio"
525,"Sec Bosque Tropical","Luvisol","15°-35°",1520779.29699707,506390.155334473,506390.16,13.1350646931037,"Media","Media","Baja","forestal_secundaria","suelo_infiltracion_media","pend_alta","prec_media","esc_media","aporte_bajo"
526,"Pastizal","Regosol","6°-15°",1237084.93518066,389866.005157471,48765337.93,17.7025303506358,"Media","Media","Alta","agropecuaria","suelo_infiltracion_baja","pend_media","prec_media","esc_media","aporte_alto"
527,"Sec Bosque Tropical","Luvisol","6°-15°",919646.520141602,268174.460357666,2137897.43,14.5753338624227,"Baja","Baja","Media","forestal_secundaria","suelo_infiltracion_media","pend_media","prec_baja","esc_baja","aporte_medio"
528,"Sec Bosque Tropical","Luvisol","15°-35°",487514.728027344,141503.932250977,1289316.72,14.0696237371965,"Baja","Baja","Baja","forestal_secundaria","suelo_infiltracion_media","pend_alta","prec_baja","esc_baja","aporte_bajo"
529,"Pastizal","Luvisol","15°-35°",1238003.88427734,318729.66708374,318729.67,12.6721017304786,"Media","Baja","Baja","agropecuaria","suelo_infiltracion_media","pend_alta","prec_media","esc_baja","aporte_bajo"
530,"Pastizal","Cambisol","1°-3°",536439.463378906,190481.489807129,190481.49,12.1573155533139,"Baja","Baja","Baja","agropecuaria","suelo_infiltracion_media","pend_baja","prec_baja","esc_baja","aporte_bajo"
531,"Pastizal","Regosol","6°-15°",1899961.52929688,641786.92855835,641786.93,13.3720132009993,"Media","Media","Baja","agropecuaria","suelo_infiltracion_baja","pend_media","prec_media","esc_media","aporte_bajo"
532,"Pastizal","Regosol","6°-15°",2846917.00756836,1005547.94631958,1628830.35,14.3033733524517,"Alta","Alta","Media","agropecuaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_alta","aporte_medio"
533,"Pastizal","Regosol","6°-15°",6178503.42248535,2207800.8380127,5427666.27,15.5070199992371,"Alta","Alta","Media","agropecuaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_alta","aporte_medio"
534,"Sec Bosque Tropical","Regosol","6°-15°",1645275.2565918,542943.453857422,542943.45,13.2047622916571,"Media","Media","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_media","aporte_bajo"
535,"Pastizal","Regosol","6°-15°",1073752.31152344,369762.08605957,369762.09,12.8206177822453,"Media","Baja","Baja","agropecuaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_bajo"
536,"Pastizal","Regosol","1°-3°",1474821.30432129,512392.514770508,512392.51,13.1468481830385,"Media","Media","Baja","agropecuaria","suelo_infiltracion_baja","pend_baja","prec_media","esc_media","aporte_bajo"
537,"Pastizal","Regosol","6°-15°",1067039.20556641,363135.745605469,1484136.31,14.2103442253833,"Media","Baja","Media","agropecuaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_medio"
538,"Pastizal","Phaeozem","1°-3°",1411796.31384277,457337.098114014,42684356.16,17.5693430682218,"Media","Media","Alta","agropecuaria","suelo_infiltracion_alta","pend_baja","prec_media","esc_media","aporte_alto"
539,"Pastizal","Regosol","6°-15°",2111115.81872559,668665.914642334,3902757.9,15.1771942712596,"Alta","Media","Media","agropecuaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_media","aporte_medio"
540,"Sec Bosque Tropical","Regosol","6°-15°",1944830.62902832,671980.806396484,671980.81,13.4179865506865,"Media","Media","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_media","aporte_bajo"
541,"Urbano","Cambisol","1°-3°",2444570.14660645,874109.290893555,874109.29,13.6809618366077,"Alta","Media","Baja","antropica","suelo_infiltracion_media","pend_baja","prec_alta","esc_media","aporte_bajo"
542,"Pastizal","Cambisol","1°-3°",1588029.97766113,530229.085601807,1727846.15,14.3623867695727,"Media","Media","Media","agropecuaria","suelo_infiltracion_media","pend_baja","prec_media","esc_media","aporte_medio"
543,"Pastizal","Phaeozem","1°-3°",2270899.82800293,740680.476226807,1317131.18,14.0909673401539,"Alta","Media","Baja","agropecuaria","suelo_infiltracion_alta","pend_baja","prec_alta","esc_media","aporte_bajo"
544,"Pastizal","Cambisol","1°-3°",1651452.58972168,562984.387329102,3351381.45,15.0248834903175,"Media","Media","Media","agropecuaria","suelo_infiltracion_media","pend_baja","prec_media","esc_media","aporte_medio"
545,"Agricultura","Phaeozem","3°-6°",596447.159790039,185220.45993042,39569850.73,17.493578066324,"Baja","Baja","Alta","agropecuaria","suelo_infiltracion_alta","pend_media","prec_baja","esc_baja","aporte_alto"
546,"Agricultura","Phaeozem","1°-3°",3584012.11730957,1097785.51135254,39028538.76,17.4798037251851,"Alta","Alta","Alta","agropecuaria","suelo_infiltracion_alta","pend_baja","prec_alta","esc_alta","aporte_alto"
547,"Pastizal","Phaeozem","1°-3°",1028614.70605469,327871.549316406,32895188.6,17.3088369922795,"Baja","Baja","Alta","agropecuaria","suelo_infiltracion_alta","pend_baja","prec_baja","esc_baja","aporte_alto"
548,"Agricultura","Phaeozem","1°-3°",913402.022460938,293494.45413208,31682778.27,17.2712838505448,"Baja","Baja","Alta","agropecuaria","suelo_infiltracion_alta","pend_baja","prec_baja","esc_baja","aporte_alto"
549,"Pastizal","Cambisol","3°-6°",779348.861450195,254259.000152588,5117004.26,15.4480799157328,"Baja","Baja","Media","agropecuaria","suelo_infiltracion_media","pend_media","prec_baja","esc_baja","aporte_medio"
550,"Pastizal","Leptosol","15°-35°",3287824.35754395,949962.559814453,2694424.23,14.8066954668521,"Alta","Alta","Media","agropecuaria","suelo_infiltracion_baja","pend_alta","prec_alta","esc_alta","aporte_medio"
551,"Sec Bosque Templado","Leptosol","15°-35°",6645304.35754395,1744461.67312622,1744461.67,14.3719571406984,"Alta","Alta","Media","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_alta","esc_alta","aporte_medio"
552,"Bosque de Encino","Regosol","15°-35°",1301268.59143066,314765.218536377,314765.22,12.6595854835415,"Media","Baja","Baja","forestal_conservada","suelo_infiltracion_baja","pend_alta","prec_media","esc_baja","aporte_bajo"
553,"Sec Bosque Templado","Leptosol","15°-35°",1537786.84692383,390590.447692871,390590.45,12.8754174077842,"Media","Media","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_media","esc_media","aporte_bajo"
554,"Pastizal","Phaeozem","6°-15°",917907.305541992,270115.253875732,9086882.56,16.0223425646854,"Baja","Baja","Media","agropecuaria","suelo_infiltracion_alta","pend_media","prec_baja","esc_baja","aporte_medio"
555,"Sec Bosque Tropical","Regosol","6°-15°",1637237.31420898,450770.962524414,841361.41,13.6427777735998,"Media","Media","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_media","aporte_bajo"
556,"Sec Bosque Templado","Regosol","15°-35°",1802022.2878418,504221.151397705,504221.15,13.1307722237508,"Media","Media","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_media","esc_media","aporte_bajo"
557,"Sec Bosque Tropical","Regosol","15°-35°",1998301.37890625,549764.864654541,2320742.53,14.6573981793664,"Alta","Media","Media","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_alta","esc_media","aporte_medio"
558,"Pastizal","Leptosol","15°-35°",3866934.48718262,1036733.80758667,34925763.79,17.3687353609348,"Alta","Alta","Alta","agropecuaria","suelo_infiltracion_baja","pend_alta","prec_alta","esc_alta","aporte_alto"
559,"Pastizal","Regosol","3°-6°",466477.360961914,104152.534362793,104152.53,11.5536213395377,"Baja","Baja","Baja","agropecuaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_bajo"
560,"Sec Bosque Tropical","Phaeozem","15°-35°",3231577.00524902,699414.146591187,699414.15,13.4579997648009,"Alta","Media","Baja","forestal_secundaria","suelo_infiltracion_alta","pend_alta","prec_alta","esc_media","aporte_bajo"
561,"Sec Bosque Tropical","Phaeozem","15°-35°",2731281.06665039,649321.274230957,649321.27,13.3836844363837,"Alta","Media","Baja","forestal_secundaria","suelo_infiltracion_alta","pend_alta","prec_alta","esc_media","aporte_bajo"
562,"Pastizal","Cambisol","3°-6°",982028.779174805,212563.483703613,1804278.73,14.4056720285596,"Baja","Baja","Media","agropecuaria","suelo_infiltracion_media","pend_media","prec_baja","esc_baja","aporte_medio"
563,"Pastizal","Regosol","3°-6°",2456075.81591797,542165.635620117,1574783.83,14.2696292050361,"Alta","Media","Media","agropecuaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_media","aporte_medio"
564,"Sec Bosque Tropical","Regosol","1°-3°",2243688.15161133,462314.297470093,4408289.54,15.298997539621,"Alta","Media","Media","forestal_secundaria","suelo_infiltracion_baja","pend_baja","prec_alta","esc_media","aporte_medio"
565,"Pastizal","Regosol","1°-3°",1965191.51928711,430526.837417603,20760279.06,16.8485521065371,"Media","Media","Media","agropecuaria","suelo_infiltracion_baja","pend_baja","prec_media","esc_media","aporte_medio"
566,"Sec Bosque Tropical","Regosol","15°-35°",1671976.54516602,458199.498535156,774310.29,13.5597292551803,"Media","Media","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_media","esc_media","aporte_bajo"
567,"Sec Bosque Tropical","Phaeozem","3°-6°",640556.497192383,129918,20028928.04,16.8126882384142,"Baja","Baja","Media","forestal_secundaria","suelo_infiltracion_alta","pend_media","prec_baja","esc_baja","aporte_medio"
568,"Pastizal","Regosol","3°-6°",1446808.79626465,337405.099945068,337405.1,12.7290425283615,"Media","Baja","Baja","agropecuaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_bajo"
569,"Sec Bosque Tropical","Regosol","6°-15°",733115.063232422,91121.6387329102,590050.37,13.2879648798883,"Baja","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_bajo"
570,"Sec Bosque Tropical","Regosol","6°-15°",856164.643066406,80342.994934082,6370294.17,15.6671563639944,"Baja","Baja","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_medio"
571,"Pastizal","Regosol","15°-35°",514743.44342041,11799.2567214966,321194168.21,19.5875563867277,"Baja","Baja","Alta","agropecuaria","suelo_infiltracion_baja","pend_alta","prec_baja","esc_baja","aporte_alto"
572,"Sec Bosque Tropical","Regosol","6°-15°",2563930.01263428,280022.286903381,3885480.03,15.172757351365,"Alta","Baja","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_baja","aporte_medio"
573,"Pastizal","Regosol","6°-15°",1812046.28637695,275435.801361084,710960.02,13.4743728830912,"Media","Baja","Baja","agropecuaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_bajo"
574,"Pastizal","Regosol","1°-3°",1212028.92419434,169479.284095764,256852.23,12.4562601112495,"Media","Baja","Baja","agropecuaria","suelo_infiltracion_baja","pend_baja","prec_media","esc_baja","aporte_bajo"
575,"Pastizal","Regosol","1°-3°",1146223.31726074,174745.891891479,174745.89,12.071093863085,"Media","Baja","Baja","agropecuaria","suelo_infiltracion_baja","pend_baja","prec_media","esc_baja","aporte_bajo"
576,"Pastizal","Regosol","6°-15°",1126456.88696289,143117.922241211,385096.23,12.8612511268402,"Media","Baja","Baja","agropecuaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_bajo"
577,"Bosque Tropical","Regosol","6°-15°",305123.815368652,4622.10895711486,30574614.63,17.2356806680766,"Baja","Baja","Alta","forestal_conservada","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_alto"
578,"Sec Bosque Tropical","Regosol","6°-15°",1226769.31622314,19340.7824522369,30569992.52,17.2355294818945,"Media","Baja","Alta","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_alto"
579,"Pastizal","Regosol","3°-6°",170628.626831055,844.208084374666,30639302.02,17.2377941551889,"Baja","Baja","Alta","agropecuaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_alto"
580,"Bosque Tropical","Regosol","6°-15°",515720.98815918,14430.6388649941,14430.64,9.57717829742366,"Baja","Baja","Baja","forestal_conservada","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_bajo"
581,"Sec Bosque Tropical","Regosol","15°-35°",1491795.83050537,56517.1706825579,1594803.8,14.2822619042666,"Media","Baja","Media","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_media","esc_baja","aporte_medio"
582,"Sec Bosque Tropical","Regosol","6°-15°",1856313.94177246,168162.591041565,168162.59,12.0326925345984,"Media","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_bajo"
583,"Sec Bosque Tropical","Regosol","6°-15°",1656084.10241699,87601.3502795696,87601.35,11.3805631030487,"Media","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_bajo"
584,"Sec Bosque Tropical","Regosol","6°-15°",2657519.98504639,279790.747193575,325829516.24,19.6018848492917,"Alta","Baja","Alta","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_baja","aporte_alto"
585,"Sec Bosque Tropical","Regosol","15°-35°",386667.045471191,17550.3158304691,327991491.22,19.6084982276584,"Baja","Baja","Alta","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_baja","esc_baja","aporte_alto"
586,"Sec Bosque Tropical","Regosol","6°-15°",767931.47644043,86964.7537612915,86964.75,11.3732696419642,"Baja","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_bajo"
587,"Pastizal","Regosol","6°-15°",321452.001708984,3498.38724647462,42011.58,10.6457243762267,"Baja","Baja","Baja","agropecuaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_bajo"
588,"Bosque Tropical","Regosol","6°-15°",1106975.80413818,73912.196805954,362901485.93,19.7096419695295,"Media","Baja","Alta","forestal_conservada","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_alto"
589,"Pastizal","Regosol","15°-35°",1267420.11413574,11834.5106103616,363079006.93,19.7101310212459,"Media","Baja","Alta","agropecuaria","suelo_infiltracion_baja","pend_alta","prec_media","esc_baja","aporte_alto"
